C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_47_442.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_47_442.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_47_442.jpg, 0, 0, 0, 7.81614E-05
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_47_551.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_47_551.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_47_551.jpg, 0, 0, 0, 7.79855E-05
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_47_658.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_47_658.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_47_658.jpg, 0, 0, 0, 7.796851E-05
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_47_763.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_47_763.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_47_763.jpg, 0, 0, 0, 7.801505E-05
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_47_868.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_47_868.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_47_868.jpg, 0, 0, 0, 7.796395E-05
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_47_969.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_47_969.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_47_969.jpg, 0, 0, 0, 7.803747E-05
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_48_077.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_48_077.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_48_077.jpg, 0, 0.2830007, 0, 0.1960634
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_48_178.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_48_178.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_48_178.jpg, 0, 0.5918502, 0, 0.7493538
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_48_284.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_48_284.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_48_284.jpg, 0, 0.9440568, 0, 1.870936
C:\Users\Devin\Desktop\Data3\IMG\center_2019_03_09_09_23_48_390.jpg, C:\Users\Devin\Desktop\Data3\IMG\left_2019_03_09_09_23_48_390.jpg, C:\Users\Devin\Desktop\Data3\IMG\right_2019_03_09_09_23_48_390.jpg, 0, 1, 0, 3.043148
